text,label,label_confidence,hate_speech,offensive_language,neither
i've seen #majorleauge with charlie sheen...........and the #giants committed sin when they worshipped #barrybonds as a batting coach>,2,1.0,0,0,3
i've seen every episode of scrubs ever. sense the first episode niggah <exclaim>,1,1.0,0,3,0
i've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,1,1.0,0,3,0
"i, for one, welcome our new eastern panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",2,1.0,0,0,3
ig be the bid bitches an these dumb ass faces lol,1,1.0,0,3,0
"isis jihadis in australia shoot man in the face, chanting ‘isis will stay’ <url> #tcot #pjnet",2,1.0,0,0,3
isis supporters in america: the jihadis next door <url> <url>,2,1.0,0,0,3
ian watch maury in so long ..maury wear jeans on the show now.. i guess he like f**k i need to dress up for these ghetto ass ppl anymore,1,1.0,0,3,0
ibuki´s shaved pussy fingered and fucked before her tight little rosebud of an ass is destroyed <url>,1,1.0,0,3,0
id light that bitch on fire starting with that ratchet ass weave,1,1.0,0,3,0
"id make you look like an absolute pussy, because you're too scared to say anything to my face hahahahahaha",1,1.0,0,3,0
idc i eat the pussy 😁,1,1.0,0,3,0
idc about none of these bitches .,1,1.0,0,3,0
idgaf about these money hungry bitches,1,1.0,0,3,0
"idgaf about you flat chested hoes feelings either, you a grown ass man nigga.",1,1.0,0,3,0
"idgaf if that's sounds illogical, this twitter bitch.",1,1.0,0,3,0
idgaf what anyone say. gambling is stupid. like if you constantly bitch about not having money why tf would you go to a casino?,1,1.0,0,3,0
"idgaf what u do to get it long as u go hard in that. sell drugs, credit cards, checks, strip, sell pussy, whatever. jst dn't b half-assed!",1,1.0,0,3,0
"idk about yall, but i loves me a thirsty bitch. atleast they not afraid to peruse a nigga",1,1.0,0,3,0
idk how bitches trust other bitches sooo easily. i still have the same friends.,1,1.0,0,3,0
idk maybe it's just me being bitter but giving bitches money and just being a genuine nigga ain't got me nowhere so fuck that. struggle hoe.,1,1.0,0,3,0
"idk who tf roro & sophie are, but i'm glad they got bitches twerkin for the vine in they whips",1,1.0,0,3,0
idk why bitches think they players lol bitches have zero game,1,1.0,0,3,0
idont want a bestfriend boyfriend homeboy nor homegirl... fuck all yall bitches ctfu idc idc,1,1.0,0,3,0
if <user> didn't know i love your coon ass cuz 😂😂😂,1,1.0,0,3,0
if <user> post 1 more pic of his waves i'm bringing my s-curl back on these hoes for the 2014,1,1.0,0,3,0
"if ashton is trash then what does that make me! come on guys someone like ashton can't be trash, he makes too many people smile <exclaim>",2,1.0,0,0,3
"if bradley cooper wins an #oscar before ryan gosling does, imma cut a bitch.",1,1.0,0,3,0
"if dirty d was still around i wonder how many of you younger guys he would call a ""disrespectful son of a bitch""",1,1.0,0,3,0
"if drew stubbs were a pimp, he couldn't even hit a hoe.",1,1.0,0,3,0
if i called you a bitch then you'd prolly hate me .. if i called you a bad bitch then you'll prolly thank me!,1,1.0,0,3,0
if i can't make no money off of you then bitch i don't even want to you.,1,1.0,0,3,0
if i don't unwrap a big booty hoe today i'm going rio be outraged.,1,1.0,0,3,0
if i ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $100 you dirty bitch,1,1.0,0,3,0
"if i ever saw kendall jones in person, id kill her on sight. i hate that bitch more than anything in life.",1,1.0,0,3,0
if i had a dollar for every time someone called me maggie i'd make it rain on all these hoes,1,1.0,0,3,0
"if i had hair, i would seriously go for a perm now. genetics is a stone cold bitch.",1,1.0,0,3,0
if i hit you w/ that shotty bitch i bet that body flip,1,1.0,0,3,0
"if i hold the door open for you, bitch you betta say thank you or imma slam the door in ya back.",1,1.0,0,3,0
"if i post a picture of my woman, all you hoes jumping off a bridge tonight! lol",1,1.0,0,3,0
"if i respect you, i demand your respect back. if you think you can be a bitch, i can be an even bigger one. bring it",1,1.0,0,3,0
if i smoke with ya bitch its over,1,1.0,0,3,0
if i were a kid today...michelle obama's lunch would wind up in the trash can,2,1.0,0,0,3
"if i wore a tutu, no bitch would want me 😂😂 that's what our dog is gonna be telling himself everyday 😑",1,1.0,0,3,0
"if i'm legit trying, the worst thing you can do is try and play games with me. you'll get the bird sooo fast.",2,1.0,0,0,3
if i'm sharing my nigga with every other bitch why tf do i want him. he ain't no longer special. the heck.,1,1.0,0,3,0
"if i've never seen her do some ""hoe"" shit with my own eyes then i refuse to let another nigga influence my thoughts on her. so what?",1,1.0,0,3,0
if kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.,1,1.0,0,3,0
"if temple beats rutgers today, i will be a happy clam.",2,1.0,0,0,3
if a bitch annoying she getting left.,1,1.0,0,3,0
"if a bitch bit my dick, i'd probably beat the shit out of her.",1,1.0,0,3,0
if a bitch choosin let her choose lmao that is all !,1,1.0,0,3,0
"if a bitch don't like me, sumthin wrong wit da bitch",1,1.0,0,3,0
"if a bitch has to fuss &&fight over a niggah thats hugged up && ,boo'd up w the next bitch , clearly doesnt gaf bout u",1,1.0,0,3,0
if a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,1,1.0,0,3,0
if a bitch makes u moan during sex she owns your soul. 💯,1,1.0,0,3,0
if a chick wants me to eat her pussy then leave i'll accept gladly. lol,1,1.0,0,3,0
"if a spic ever talks to a white person and the white person kills them, it's self defense.",0,1.0,3,0,0
if a teacher gave me some pussy in elementary school i got to tell somebody.,1,1.0,0,3,0
if anxiety was a person i'd kill that bitch so fuckin fast.,1,1.0,0,3,0
if anyone wants to bring me a sweet tea to my party.. that'd make my bday perfect.. well that and cracker barrel 😍😍,2,1.0,0,0,3
"if anything i've ever said has offended you, that's a you problem not a me problem. don't be such a little bitch.",1,1.0,0,3,0
"if eating the pussy makes you happy, i'm all for it. :)",1,1.0,0,3,0
"if everybody already hit, of course a nigga can't take you seriously.. idk why hoes be so surprised..",1,1.0,0,3,0
"if her bio says ""only god can judge me"" she's a hoe.",1,1.0,0,3,0
if her mom was/is a hoe then she's most likely a hoe too. where do you think she learned it from?,1,1.0,0,3,0
if i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,1,1.0,0,3,0
"if i straighten my hair, it's gonna be long and the hoes gonna hate 😩😂😂",1,1.0,0,3,0
if i was to get a rich girl so be it. at least she likes me. she saw something in me you hoes didn't see,1,1.0,0,3,0
if i wasn't a yankee fan i probably would be a sf giants fan lol,2,1.0,0,0,3
"if it wasn't for this blanket, my nips would be harder than the search for anne frank..",1,1.0,0,3,0
if joining the army gets you bitches then to the army i go.,1,1.0,0,3,0
"if luke hemmings really thinks they're trash, i must be fucking dirt bc you boys are beautiful dammit",1,1.0,0,3,0
"if my anger materialized, it would be a fucking atom bomb to blow this bitch up.",1,1.0,0,3,0
"if my bf posts a pic of my daughter, just like it and keep scrolling. your comments aren't necessary. yes bitch, i know she's cute.",1,1.0,0,3,0
if my bitch wear a bacon bra....im taking that ass to funky town,1,1.0,0,3,0
if my friends don't wanna hangout my automatic response is to call them a bitch. whoops.,1,1.0,0,3,0
if my tweets hit too close to home why you subbing me lil stupid ass bitch? check ya own fucking self issues lil bitch.,1,1.0,0,3,0
if not then you are a coward and afraid showing you have no faith..just another devils bitch...,1,1.0,0,3,0
if only everyone knew the real you...fakest bitch i know,1,1.0,0,3,0
if only you bitches really knew,1,1.0,0,3,0
if pussy lips could talk ill go down there like it's whispering,1,1.0,0,3,0
"if she aint talkin to you , then who she talking to ? cus you know bitches cant stop talking #trustissues",1,1.0,0,3,0
if she dont appreciate that and say yes. the bitch aint real.,1,1.0,0,3,0
"if she know yo name way before you meet her, then dat bitch a eatta!",1,1.0,0,3,0
"if she makes a good sandwhich and she give a good blowy, wife dat hoe up. that way you can eat while she eatting",1,1.0,0,3,0
if she wears these to dinner then she's paying for her own food because im treating that bitch like a stranger..... <url>,1,1.0,0,3,0
"if she'll tell you she's a ""badd bitch"" then listen. she's bad for your health!",1,1.0,0,3,0
"if some one isn't an anglo-saxon protestant, they have no right to be alive in the us. none at all, they are foreign filth.",0,1.0,3,0,0
if someone is part of 'james x' then he's a white trash cultist.,0,1.0,3,0,0
"if that pussy aint organic, preservative free, no growth hormones, fresh, usda approved, i aint fuckin with it.",1,1.0,0,3,0
"if that pussy don't come with head, i don't want it <exclaim>",1,1.0,0,3,0
if that's yo hoe ... that's my hoe 2,1,1.0,0,3,0
if thats what yall hoes want then fuck it.,1,1.0,0,3,0
"if the <user> get dempster, they just look like they're getting older. #smh bring some youth <exclaim> #mlb",2,1.0,0,0,3
"if the yankees can't beat the red sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",2,1.0,0,0,3
"if the crust ain’t graham cracker, keep that pie",2,1.0,0,0,3
"if the only thing she talks about is her eyebrows, she got forest pussy.",1,1.0,0,3,0
if the servers for black ops 2 acts gay today this is my bitch fo the nite <url>,1,1.0,0,3,0
"if the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round",1,1.0,0,3,0
if the world was free of sucka free it would be just me and my nigs left,1,1.0,0,3,0
if this bitch don't turn crash in 😡👊🔫,1,1.0,0,3,0
if this bitch hangs up on me one more time....,1,1.0,0,3,0
if this bitch new the amount of shit i spoke bout her on my twittah lol,1,1.0,0,3,0
if u a bad bitch #enjoyyaday,1,1.0,0,3,0
if u a bitch an i hadddd u i wouldnt give a fuck if chris brown bagged u bitch i had u already lol,1,1.0,0,3,0
if u know this bitch u know ur mexican <url>,1,1.0,0,3,0
if u not talking bout money or weed bitch i don't even wanna talk to you.,1,1.0,0,3,0
if viagra was for bitches it'd be called niagra,1,1.0,0,3,0
"if we get any trick of treaters i will be giving out android advice. so... stop on in, faggots",1,1.0,0,3,0
if y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr,1,1.0,0,3,0
"if yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. you still give him pussy ladies?",1,1.0,0,3,0
"if yo pussy good my ""pullout"" game weak <exclaim>",1,1.0,0,3,0
"if you a bad bitch, put ya hands up high",1,1.0,0,3,0
if you a top notch bitch lemme here you holler. (:,1,1.0,0,3,0
if you ain't stevie j's bitch of course you'll call him the scum of the earth.his bitches hooked while they're upset though.,1,1.0,0,3,0
"if you ain't a hoe, get up out my trap house <user> .",1,1.0,0,3,0
if you ain't ma bro you better watch yo bitch 😂😂😂👌 borrow yo hoe introduce ma pimp !,1,1.0,0,3,0
if you ain't my bro... your bitch single in my eyes 😂💪,1,1.0,0,3,0
if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash.,1,1.0,0,3,0
if you ballin then buy ya bitch something,1,1.0,0,3,0
if you don't fuck with <user> your either a) slackin b) a turd burgular c) a pussy face. or d) all of the above #whichisit ?,1,1.0,0,3,0
if you don't say thank you after someone holds the door open for you you're a bitch,1,1.0,0,3,0
if you dont know uncle jj your a bitch,1,1.0,0,3,0
if you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger 😎,1,1.0,0,3,0
if you fuckin for your rent you a lame hoe,1,1.0,0,3,0
"if you get into an argument with someone and say, ""have a nice life & good luck in ohio."" that's a ""fuck you, bitch leave.""",1,1.0,0,3,0
if you go to the barber shop on friday you have to your charger and some snacks in that bitch 😂,1,1.0,0,3,0
"if you going to the strip club every weekend, you will never experience earned pussy.",1,1.0,0,3,0
if you got a body count already in 2014 you can't talk about anybody being a hoe,1,1.0,0,3,0
"if you got a good girl don't turn her into a ""bad bitch"".",1,1.0,0,3,0
if you got a nigga and you another nigga #wcw you a hoe 😂😂,1,1.0,0,3,0
if you got a problem with me bring it up with me before i tense up on yo bitch ass . -.-,1,1.0,0,3,0
"if you got tats on your breast, you a trash ass bitch and stay far away from me with ya acid pussy.",1,1.0,0,3,0
"if you hang with hoes, you're a hoe by association. if you try and debate this, you're a hoe. if you get offended by this, you're a hoe.💯",1,1.0,0,3,0
if you have chemistry the only other thing you need is timing.. but timing's a bitch.,1,1.0,0,3,0
"if you have your friends jump into a fight, it shows that you're just an overall pussy.",1,1.0,0,3,0
if you hoes stop shaving i'm running around spraying nair on all of y'all.,1,1.0,0,3,0
if you jump someone you're a bitch regardless the situation,1,1.0,0,3,0
"if you kill all cops and cracker babies, what next <question> black states, white states, and latino states? isn't that moving backwards?",0,1.0,3,0,0
if you know a guy has a newborn baby why the fuck are you trying to talk to him? desperate ass hoe,1,1.0,0,3,0
"if you like the 24k gold rillos, your a pussy",1,1.0,0,3,0
"if you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit.",1,1.0,0,3,0
"if you must call me a cracker, please call me a cheez-it, not a saltine.",2,1.0,0,0,3
if you not his momma or his sisters goodbye bitch! i do not have time for that.,1,1.0,0,3,0
if you not my bitch. i really don't care 👌,1,1.0,0,3,0
if you only like cheese pizza you're a pussy. stay away from me and my lovely combination pizza,1,1.0,0,3,0
if you rat on your family just so you don't get in trouble you're a little bitch #bloodthickerthanwater,1,1.0,0,3,0
"if you really know me, you know all the problem i go through with all these hating ass bitches.",1,1.0,0,3,0
"if you said more today on the internet about duck dynasty than about the #northwestimperative, you're a useless whigger.",1,1.0,0,3,0
if you say anything about me i'll knock ur boyfriend out. go for it bitch. your boyfriend is a pubeless runt.,1,1.0,0,3,0
"if you see me , speak bitch. !",1,1.0,0,3,0
if you sneak dissing & i come to you tryna address the initial issue & you say it ain't nothing... you a bitch,1,1.0,0,3,0
if you sweat pussy it's somethin new to you..,1,1.0,0,3,0
if you take a long time to text back you a hoe,1,1.0,0,3,0
"if you think that the term #redskins being offensive is a political issue, you are ignorant.",2,1.0,0,0,3
if you will fuck or try and fuck ya niccas girl .. you a buster lol,1,1.0,0,3,0
"if you work a graveyard shift, she cheating on you off tops. somebody else gon be tucking ya bitch in.",1,1.0,0,3,0
"if you're a male and ""hoes/hos"" and/or ""bitches"" is your default word for women...you gotta go. remove yourself, please.",1,1.0,0,3,0
"if you're a whiney bitch, have a zima and shut the fuck up! #democrats <url>",1,1.0,0,3,0
if you're acting like more of a bitch than your bitch... there's a problem,1,1.0,0,3,0
if you're being a little scared bitch about the possibility of a louisville purge...just go to ferguson.,1,1.0,0,3,0
if you're having girl problems i feel bad for you son. i got 99 problems but a bitch ain't one🎧🎶,1,1.0,0,3,0
if you're not attractive .... bitch you ain't making my drinks...! tf you think this is.?,1,1.0,0,3,0
if you're not watching this seahawks game you're hella bitch.,1,1.0,0,3,0
"if your parents let you drink underage, they're fucking retarded and so are you.",1,1.0,0,3,0
"if your pussy stink, you aint goin to heaven",1,1.0,0,3,0
iggy azaelia is no one hit wonder. she is a bad bitch.,1,1.0,0,3,0
igot to level 21 so far on flappy birds smh,2,1.0,0,0,3
ihate a nosie bitch ',1,1.0,0,3,0
ihate them mad bitches where the glad ones at?,1,1.0,0,3,0
iite peyton don’t be a faggot this drive,1,1.0,0,3,0
ik his bitch ass saw me mentioned his tall ass,1,1.0,0,3,0
ill fire that nina like its her first day on the job an the bitch over slept,1,1.0,0,3,0
ill take yo bitch and make her everybody bitch😮👊,1,1.0,0,3,0
illist bitch alive,1,1.0,0,3,0
im a boogie ass niggahs to these fast hoes,1,1.0,0,3,0
im a queer.... #mmm,1,1.0,0,3,0
"im a rich niggaaaaa, i need a rich bitch.",1,1.0,0,3,0
im a westside niggah so you know im rockin wit game,1,1.0,0,3,0
im about to fuck taylors bitch ass up,1,1.0,0,3,0
im about to get all the pussy.,1,1.0,0,3,0
im addicted to bad bitches like i never had bitches,1,1.0,0,3,0
"im allowed to trip on my bitch , she cant trip on me tho",1,1.0,0,3,0
im back bitches <exclaim>,1,1.0,0,3,0
im back to square one . no bitches .no weed a lotta hang ova,1,1.0,0,3,0
"im done with life""<user>: im just ready to wake up and have pussy for breakfast everyday""",1,1.0,0,3,0
im elated i passed on my creative gene to my daughter but she also got the retarded gene too.,1,1.0,0,3,0
im from the 210 you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,1,1.0,0,3,0
im getting sleepy this water doing a bitch right,1,1.0,0,3,0
im glad i met this chick. reminds me the trash i left behind,2,1.0,0,0,3
im hardly on this hoe anymore lol,1,1.0,0,3,0
im in mickey ds and he gone ask for a double cheese burger wit no cheese <exclaim> #foh,2,1.0,0,0,3
im just a young niggah tryna live my life long,1,1.0,0,3,0
im just gettin started oh yeah we got it bitch,1,1.0,0,3,0
im just in my car jamming to taylor swift with my side bitch,1,1.0,0,3,0
im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol,1,1.0,0,3,0
im mad james let me drink that shit... payback is a bitch,1,1.0,0,3,0
im n a tight circle bitch you can't get thru dis loop,1,1.0,0,3,0
im never cuffin unless my bitch grown or act grown. i can't deal wit lil girls nbs,1,1.0,0,3,0
im not tongue kissing these bitches tho,1,1.0,0,3,0
"im nt rey talk about a dumbass bitch thats lost in this world, she really need to be saved at save <url> try it, it wrks",1,1.0,0,3,0
im prolly wit yo bitch big butt cant fit up in the 6!,1,1.0,0,3,0
im ready for today 🏀🔴⚪#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown… <url>,2,1.0,0,0,3
im sippin hot tea bitch,1,1.0,0,3,0
im smoking good n my bitch conceited! --- <user>,1,1.0,0,3,0
im sorry but you didn't have to be a bitch last night.,1,1.0,0,3,0
"im sorry, i use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",1,1.0,0,3,0
im still going trick or treating. thats free munchies bitch,1,1.0,0,3,0
im such a bitch sometimes😩😩,1,1.0,0,3,0
im telling you man! rt <user>: roethlisberger got his record expunged and became trash.,2,1.0,0,0,3
im the biggest pussy when it comes to scary stuff,1,1.0,0,3,0
im the man around this bitch baby check out my wrist watch ⌚💂,1,1.0,0,3,0
im thinkin about using this beat and yeah i made it too bitch lol <url>,1,1.0,0,3,0
im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. that shit is bitch made.,1,1.0,0,3,0
im tired of seeing this disturbing bitch with 3 tits,1,1.0,0,3,0
im trying to come back as a fine ass bitch next lifetime....,1,1.0,0,3,0
"im trying to take the word ""bitch"" outta my vocabulary , hardest shit ever",1,1.0,0,3,0
"im wearin one of walmart jackets around walmart, is that ghetto? lmao fuck it.",1,1.0,0,3,0
im wit yo bitch smokin. let her keep the mid imma roll this potent,1,1.0,0,3,0
ima be home tomorrow so line up a bitch for me,1,1.0,0,3,0
ima have to fuck with my nigga omar about those weed brownies,1,1.0,0,3,0
"ima hypocrite. i'll say ""i dont fuck with hoes"" then 2 days later let a hoe play with my dick in the mcdonald's drive thru. love their fries",1,1.0,0,3,0
ima kill cay 😂😭 ugh she stay on my last nerve but i love that's funccy bitch,1,1.0,0,3,0
ima knock that pussy out like fight !👊😏👀 <url>,1,1.0,0,3,0
ima knock the pussy out like fight night. 👊👊,1,1.0,0,3,0
ima pull up eat on that pussy and dip...,1,1.0,0,3,0
ima pull up eat on that pussy n dip,1,1.0,0,3,0
ima shmurda dance in that pussy hoe <exclaim>,1,1.0,0,3,0
ima spread that pussy out like a acre,1,1.0,0,3,0
ima tear that pussy uuuup,1,1.0,0,3,0
imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the bs frfr,1,1.0,0,3,0
imma treat you how you act ... if you act like a bitch you'll get treated like a bitch,1,1.0,0,3,0
"in a movie, everybody ain't the star... need co stars and extras... «<user> i hate hoes that take pride in being the other chick»",1,1.0,0,3,0
"in case you forgot hoe i been up since 4:18 on the dot made 100,000 dollars at work and still haven't slept.",1,1.0,0,3,0
"in class still drunk from last night and this broad is doing a presentation on chipotle, bitch can i live #tease #feedme",1,1.0,0,3,0
in class tearing up like a bitch,1,1.0,0,3,0
in da club makin movies. i feel like tyler perry. fuckin niggas bitches.dey like why did.i gt married.,1,1.0,0,3,0
in life you must ask yourself...are you a chosen one or a basic bitch? #letsbereal,1,1.0,0,3,0
in my 25 years i've supported more niggas and bitches and they kids and well.. my gratitude has died.,1,1.0,0,3,0
in order to be a real nicca you gots to be real nicca!,1,1.0,0,3,0
"in other news, my eyelid is still spasming. putting on mascara today was a bitch. #wtf",1,1.0,0,3,0
in other words call you a bitch.,1,1.0,0,3,0
"in the past week, both paula dean and my uncle lost their jobs for saying ""nigger"". bullllllshiiiiitttt",1,1.0,0,3,0
"in the words of lil debbie ""i'm that bitch""",1,1.0,0,3,0
"in this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. i have to… <url>",1,1.0,0,3,0
in-n-out is like the sunshine and blue sky. the song of a bird. a smile at the front porch. the perfume of the ocean on wind-kissed cheeks.,2,1.0,0,0,3
inbed eating left over poppadom. #livinthedream,2,1.0,0,0,3
including ya size hoe !,1,1.0,0,3,0
inde jus got me all hype at work <exclaim> i knew my bitch candace ain't die,1,1.0,0,3,0
indiana ain't gone give these niccas shit ... they was posed to win the last game!,1,1.0,0,3,0
"indirect ass little bitches, like you know my fucking number and where i live.",1,1.0,0,3,0
"inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. cameras are out. there is gasping.",2,1.0,0,0,3
"instagram have you looking at motherfuckers like ""who the fuck does this bitch/nigga think she/he isss"" <question>",1,1.0,0,3,0
"instead of calling each other hoes, girls should be supporting each other. idk that's just me though.",1,1.0,0,3,0
"instead of joining sports teams, hoes be joining twerk teams.",1,1.0,0,3,0
international law enforcement operation disrupts shylock banking malware - pcworld: international law enforcem... <url>,2,1.0,0,0,3
international police operation disrupts shylock banking trojan - computerworld: the guardianinternational poli... <url>,2,1.0,0,0,3
ion even wanna see this bitch . 😒 talking bout ill make you breakfast,1,1.0,0,3,0
ion give a fuck ion give a fuck ion ion ion give a fuck bitch i don't give a fuck about you or anything that you do,1,1.0,0,3,0
ion got no type...... bad bitches is the only thing that i like,1,1.0,0,3,0
ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....,1,1.0,0,3,0
ion know why this bitch insists on telling me where she be going now. idgaf about chu bitch like damn.,1,1.0,0,3,0
ion like doll face hoes,1,1.0,0,3,0
ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho 😩👊😊🔫🙏👏😒✌️,1,1.0,0,3,0
"ion pay for pussy, because her pussy priceless.. i go fishin in it and i ain't a pisces",1,1.0,0,3,0
ion trust no bitch!,1,1.0,0,3,0
ionn got no type bad bitches is the only thing that i like,1,1.0,0,3,0
iont care about where a n%a been where a bitch goin or the kinda shit they been thru <exclaim>,1,1.0,0,3,0
iont got no type naw bad bitches is the only thing that i like,1,1.0,0,3,0
iont got no type bad bitches is the only thing that i like,1,1.0,0,3,0
iont see how some of you niggas fags <exclaim>,0,1.0,3,0,0
irie is a bitch for not letting me borrow his charger.,1,1.0,0,3,0
"irritating reading ppl bitch abt smthng, yet offer shit for evidence to even support their slant. simply complaining is the easy part.",1,1.0,0,3,0
is wayne brady gonna have to choke a bitch?,1,1.0,0,3,0
is wayne brady gonna have to smack a bitch?,1,1.0,0,3,0
is yankee in a good mood today or what,2,1.0,0,0,3
is anything going down tonight besides my bitch,1,1.0,0,3,0
is that a hawk? what the fuck kind of bird is that?,1,1.0,0,3,0
is that the remix fam? “<user>: these hoes aint lawyers 😩🎤 lol on god thats my fav chris brown song”,1,1.0,0,3,0
is there a looser #college town than #btown <question> if yes id like to visit #iu #hoosiers,2,1.0,0,0,3
is there a vending machine around this bitch im starvin,1,1.0,0,3,0
"is there a website that delivers expensive wine, cigars and big booty hoes to my door step?",1,1.0,0,3,0
is there an additional charge for the pussy to listen to my personal problems?,1,1.0,0,3,0
is this bitch for real? i'm heated bruh.,1,1.0,0,3,0
is this hoe gone dm me back,1,1.0,0,3,0
is this napk bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty… <url>,1,1.0,0,3,0
"is you ready bitch , cause my hair laid. yours? <user> <url>",1,1.0,0,3,0
isley brothers got me alot of pussy boy. take notes,1,1.0,0,3,0
it ain't april fool's yet.. «<user> jay z trash»,2,1.0,0,0,3
it ain't nothin to cut a bitch off,1,1.0,0,3,0
it ain't nothin to cut that bitch off,1,1.0,0,3,0
it ain't nothing to cut that bitch off,1,1.0,0,3,0
it ain't nunn to cut that bitch off✂️✂️✂️✂️✂️✂️✂️✂️✂️,1,1.0,0,3,0
it aint nothing to cut that bitch off- k camp,1,1.0,0,3,0
it aint nuffin to cut that bitch off <exclaim>,1,1.0,0,3,0
it aint nun to cut dat bitch off 💇🔫✌️,1,1.0,0,3,0
it all started in '95 bitch👶,1,1.0,0,3,0
it bothers me when a ugly girl has a bad bitch attitude.,1,1.0,0,3,0
"it feels awkward to have the <user> playing against the <user>. i mean, we all know who i'm rooting for, but it's awkward.",2,1.0,0,0,3
it gets me mad when a mexicans go against mexico like wtf support your team bitch,1,1.0,0,3,0
it is fucking retarded how i can't say a single thing in this house without some blowback.,1,1.0,0,3,0
"it is impossible for females to be players, pimps, etc... they're called hoes",1,1.0,0,3,0
it might be infected “<user>: niggas would really turn that pussy down ? buggin”,1,1.0,0,3,0
it only be y'all worthless bitches that be like that though,1,1.0,0,3,0
it pissrs me tf off when i call you back a half a second later nd you dont answer. you a bitch ass nigga for that,1,1.0,0,3,0
it sad how bitches wake up being messy like bitch find you another career cause this ain't working out for u 😩💯🙈😁,1,1.0,0,3,0
it stink in this bitch it must be them pussy ass niggas talkin shit,1,1.0,0,3,0
it the principle of the matter bitch! 🙅,1,1.0,0,3,0
it was my sophomore year that i learned these hoes weren't loyal,1,1.0,0,3,0
"it's #campaignseason, bitch. <user> <url>",1,1.0,0,3,0
it's 2014 and y'all niggas still fuckin with these hoes. go get you a wife bruh #wifingsquad2014,1,1.0,0,3,0
it's friday bitch <exclaim> <url>,1,1.0,0,3,0
it's karaoke night baby! hi ho! hi ho! it's off to sing i go! with a voice that sounds like sandpaper hi ho! hi ho!,2,1.0,0,0,3
"it's mrs. g, bitches. that's mrs. grohl if i don't know you. #wineprobz",1,1.0,0,3,0
"it's october babe, you don't have to be a hoe anymore.",1,1.0,0,3,0
"it's a bird? it's a plane? no, it's peter ""walkin on air"" byers <user> <url>",2,1.0,0,0,3
it's a lil bitch at the bus stop with adidas flip-flops & socks on. i know dem mfs soggy as fuck.,1,1.0,0,3,0
it's a matter of pure weight ratios... a five ounce bird can not carry a one pound coconut!,2,1.0,0,0,3
"it's a plane, it's a bird, nah it's just me doing laps around the dam. lol",2,1.0,0,0,3
it's a sad sad day when a bitch loses her sponsor,1,1.0,0,3,0
"it's almost christmas, charlie brown...",2,1.0,0,0,3
it's basic bitches unite around these parts 😂,1,1.0,0,3,0
it's beanie weather bitches 🌀 <url>,1,1.0,0,3,0
it's been a minute since we chilled like we use to. i hope that pussy still feels like it use to.,1,1.0,0,3,0
it's boner sunday bitch,1,1.0,0,3,0
it's bout that time were i feel like beening a hard working woman .....and a stripper hoe by night don't judge me 💯✌️😂,1,1.0,0,3,0
it's definitely a bitch everything in life is ruled by money. such a moral heartbreak.,1,1.0,0,3,0
it's either your getting pussy or are one what will it be?,1,1.0,0,3,0
"it's funny how females don't want to be called a ""bitch"" but if you put the word bad in front of it then they're happy af",1,1.0,0,3,0
it's funny how girls are crying over their nudes being on ig like bitch why you sending nudes to begin with?,1,1.0,0,3,0
it's funny how these swaggot white boys wanna act like they're ballin till it comes time to tip. sad ass crackers.,1,1.0,0,3,0
it's going down it's going down it's going down lil bitch.,1,1.0,0,3,0
it's gonna be a long season for the yankees if this simulation is right #bluejays #rays #yankees #orioles… <url>,2,1.0,0,0,3
it's hard being a real nigga when these niggas got bitch tendencies,1,1.0,0,3,0
it's hard getting a bitch from the hood to suck your dick on camera.she swear everybody knows her....and she hates the light.,1,1.0,0,3,0
it's hot and my allergies are killing 😩 i feel like a little bitch 😂,1,1.0,0,3,0
it's iguanas out this bitch n er thing,1,1.0,0,3,0
"it's just not the same, #littledebbie #cloud #cake are not #twinkies! <url>",2,1.0,0,0,3
"it's kind of funny when people tell me they haven't seen me in years, and where have i been. like at home bitch",1,1.0,0,3,0
